직무,기업,제목,주소,기술스택
인공지능/머신러닝,에너자이,(전문연구요원 가능) AI 컴파일러 엔지니어 채용,서울 강남구,"C
· C++
· Scala
· Haskell
· F#
· PyTorch
· TensorFlow
· DeepLearning"
인공지능/머신러닝,퍼플아카데미,데이터 분석가 신입/경력 채용,서울 양천구,"Python
· MachineLearning
· DeepLearning
· AI/인공지능
· BigData"
인공지능/머신러닝,알고리즘코리아,AI 기반 의료용 3D Mesh 생성 알고리즘 연구 개발,서울 금천구,"Python
· TensorFlow
· PyTorch
· AI/인공지능
· DeepLearning
· MachineLearning"
인공지능/머신러닝,네비웍스,AI 개발자(신입/경력),경기 안양시,"Python
· Linux
· TensorFlow
· PyTorch
· AI/인공지능"
인공지능/머신러닝,에이블제이,자연어처리 AI 엔지니어(1년 내외 경력자),경기 성남시,"Python
· PyTorch
· DeepLearning
· NLP
· MachineLearning"
인공지능/머신러닝,덴티움,[SW] AI 자동화 기술 SW개발,경기 수원시,"Python
· DeepLearning
· TensorFlow
· PyTorch
· AI/인공지능"
인공지능/머신러닝,펀진,딥러닝 엔지니어 개발자,서울 성동구,"Python
· C++
· Pandas
· PyTorch
· TensorFlow
· OpenCV
· DeepLearning"
인공지능/머신러닝,블루닷,[신입] 코덱 SW 엔지니어,서울 강남구,"C
· C++"
인공지능/머신러닝,액션파워,인공지능/머신러닝 엔지니어 채용,서울 관악구,"AI/인공지능
· Python
· TensorFlow
· Linux
· Docker
· Git
· MachineLearning"
인공지능/머신러닝,오케스트로,지능형 클라우드 R&D 연구원,서울 영등포구,"Python
· Jira
· R
· SQL
· AI/인공지능
· Git"
인공지능/머신러닝,메디트,알고리즘 개발자,서울 영등포구,"C++
· AWS App Mesh
· 3D Volume Rendering
· OpenGL
· AI/인공지능"
인공지능/머신러닝,더블유지에스,머신비전 알고리즘 개발자,경기 수원시,OpenCV
인공지능/머신러닝,폼즈,딥러닝 엔지니어(Generative 분야),서울 구로구,"Python
· DeepLearning
· SW
· MachineLearning
· PyTorch"
인공지능/머신러닝,마크클라우드,데이터 엔지니어 (Vision),서울 강남구,"PyTorch
· TensorFlow
· RDB
· NoSql
· Git
· Docker
· AI/인공지능
· DeepLearning"
인공지능/머신러닝,에듀템,인공지능 기술개발 및 연구,서울 마포구,"Python
· TensorFlow
· AI/인공지능"
인공지능/머신러닝,이몰디노,[eMoldino] AI Data Scientist,서울 중구,"Python
· R
· MATLAB
· MachineLearning
· DeepLearning
· AI/인공지능"
인공지능/머신러닝,에프에스솔루션,컴퓨터 비전 딥러닝/머신러닝 개발자(ADAS/DMS/영상인식) (신입),경기 성남시,"Python
· C
· C++
· OpenCV
· Embedded
· Docker
· TensorFlow
· PyTorch"
인공지능/머신러닝,알피니언메디칼시스템,[일진그룹 계열사] SW개발팀 UE파트/초음파 진단 장비 알고리즘 개발 채용,서울 강서구,"Visual C++
· C
· C++
· MATLAB
· SW"
인공지능/머신러닝,폴라리스오피스,Doc엔지니어링,서울 구로구,"C++
· Docker
· C"
인공지능/머신러닝,컨트롤웍스,[신입/경력] 자율주행 SW 엔지니어,서울 강남구,"C++
· C
· Python
· SW
· DeepLearning"
인공지능/머신러닝,트윔,[면접비 지급] 3D 머신비전 알고리즘 연구개발,경기 화성시,"C++
· AI/인공지능
· OpenCV
· MachineLearning"
devops/시스템 엔지니어,와탭랩스,주니어 데브옵스 엔지니어(DevOps Engineer),서울 서초구,"AWS Shell
· Python
· Java
· Go
· PHP
· Node.js
· Ruby
· .NET
· Rust
· Linux"
devops/시스템 엔지니어,페이타랩,[패스오더] DevOps Engineer (병역특례/산업기능요원/보충역/전직),서울 강남구,"AWS
· Jenkins
· Docker
· MSA"
devops/시스템 엔지니어,티에스엔랩,Python 개발자 채용,경기 용인시,"python
· Linux"
devops/시스템 엔지니어,쏘마,Security Engineer (시큐리티 엔지니어),경기 성남시,"Python
· C
· C++
· Golang
· ELK
· Splunk
· Windows
· Linux
· macOS
· Network"
devops/시스템 엔지니어,티엔에이치,시스템 인프라 운영 엔지니어 채용,경기 성남시,"Linux
· Docker
· Node.js
· Git
· Jenkins
· AWS
· Kubernetes
· Ansible"
devops/시스템 엔지니어,이스트게임즈,온라인/모바일 게임서비스 시스템 엔지니어 (신입/경력),서울 서초구,"Linux
· Windows
· MySQL
· MSSQL
· Python
· Apache Tomcat
· NGINX"
devops/시스템 엔지니어,클루닉스,[서울] 리눅스 시스템 엔지니어,서울 영등포구,"Linux
· CentOS
· SW
· Windows Server
· vmware
· XenServer
· Windows"
devops/시스템 엔지니어,오픈소스컨설팅,미들웨어/PaaS 엔지니어,서울 강남구,"Linux
· NGINX
· Apache Tomcat
· Docker
· Kubernetes
· Ansible"
devops/시스템 엔지니어,한류뱅크,[나스닥 상장사] 시스템 엔지니어,서울 영등포구,"Oracle
· AWS
· VPN
· Utm
· Firewall
· Linux"
devops/시스템 엔지니어,수산아이앤티,[수산INT] 클라우드 플랫폼 개발자(백엔드)(대전 연구소),대전 서구,"C
· C++
· Python
· Go
· Linux
· AWS
· AZURE
· GCP
· TCP/IP
· Docker"
devops/시스템 엔지니어,오픈소스컨설팅,아틀라시안 엔지니어,서울 강남구,"Jira
· Confluence
· Bitbucket
· Linux
· Git
· Apache Tomcat"
devops/시스템 엔지니어,오비이랩,시스템 엔지니어,서울 강남구,"Python
· MATLAB
· MCU
· Pads"
devops/시스템 엔지니어,한국비즈넷,[물류ERP] Win-SABIS 운영 및 유지보수 (VB6 개발자),서울 구로구,"Visual Basic
· MSSQL
· Visual Studio
· ERP
· Java
· Spring Framework"
devops/시스템 엔지니어,블루닷,[신입] 코덱엔지니어(화질분석),서울 강남구,"C
· Python
· Linux"
devops/시스템 엔지니어,모니터랩,클라우드플랫폼 보안 서비스 기술지원(신입/경력) 채용,서울 구로구,"Linux
· Network"
devops/시스템 엔지니어,아토리서치,[ATTO] 기술지원 엔지니어 모집,서울 서초구,"OpenStack
· Linux
· CentOS
· Docker
· Network"
devops/시스템 엔지니어,쿤텍,C 언어 개발자 경력/신입,경기 성남시,"c
· c++
· sw
· linux
· windows
· network"
devops/시스템 엔지니어,에스피케이인크,Network Engineer,서울 용산구,"Network
· Switch"
devops/시스템 엔지니어,에스피케이인크,K8S Product Support Engineer,서울 용산구,"Python
· Shell
· JavaScript"
devops/시스템 엔지니어,넷킬러,[서울] Google Cloud / Work space / 솔루션 기술팀 채용,서울 중구,"GCP
· AWS
· Windows Server"
devops/시스템 엔지니어,케이엠에스테크놀로지,네트워크 프로토콜 분석 전문가,서울 강남구,"Network
· TCP/IP
· Linux
· ethernet"
devops/시스템 엔지니어,아마존웹서비시즈코리아,"Data Center Network Technician Trainee, Infrastructure Delivery",서울 강남구,"Network
· Microsoft Office 365
· TCP/IP"
devops/시스템 엔지니어,아고스비전,컴퓨터 비전 및 임베디드 시스템 프로그래머 모집,대전 유성구,"embedded
· linux"
devops/시스템 엔지니어,인텍에프에이,통신 네트워크 구축 및 시스템구축,경기 용인시,"Java
· C
· C++
· Python
· SW
· Network"
devops/시스템 엔지니어,티오더,SRE Engineer,서울 영등포구,"AWS
· Sentry
· Grafana"
devops/시스템 엔지니어,지니언스,Cloud 운영 개발자 모집,경기 안양시,"Kubernetes
· AWS
· Linux
· Docker
· Terraform"
devops/시스템 엔지니어,컨트롤웍스,[신입/경력] 자율주행 플랫폼 엔지니어,서울 강남구,"Linux
· Python
· C++
· C
· Embedded
· Git
· Network"
devops/시스템 엔지니어,컨트롤웍스,[신입/경력] Linux 시스템 엔지니어,서울 강남구,"C++
· Linux
· C
· Python
· Yocto"
devops/시스템 엔지니어,디엔비소프트,[DNBSOFT]PLC/HMI 자동제어 기술자 모집,강원 원주시,PLC
devops/시스템 엔지니어,아마존웹서비시즈코리아,"Data Center Cable Install Technician, Infrastructure Delivery",서울 강남구,"Network
· Switch
· Router"
정보보안 담당자,이글루코퍼레이션,[보안관제센터] 부산지역 보안운영 신입,부산 남구,"CISA
· CISSP"
정보보안 담당자,쏘마,Security Engineer (시큐리티 엔지니어),경기 성남시,"Python
· C
· C++
· Golang
· ELK
· Splunk
· Windows
· Linux
· macOS
· Network"
정보보안 담당자,이글루코퍼레이션,[전략사업부] 정보보안 사업 수행 신입/경력 채용,서울 송파구,"CISA
· CISSP"
정보보안 담당자,이스트게임즈,정보 보안 운영 관리 엔지니어 (신입/경력),서울 서초구,"Linux
· Windows
· Python
· PHP
· MySQL
· ELK
· C#
· Network
· DB
· IPS"
정보보안 담당자,씨큐윈,네트워크 보안 엔지니어 신입 및 경력 모집,서울 성동구,"Apache Tomcat
· MariaDB
· OpenSSL
· Apache HTTP Server
· PostgreSQL"
정보보안 담당자,쿤텍,보안 솔루션 구축 엔지니어(신입),경기 성남시,"Linux
· DB"
정보보안 담당자,키미디에스,보안솔루션 엔지니어,서울 서초구,SW
정보보안 담당자,에이팩트,"정보보안담당자(MES, ERP) 상시채용",충북 진천군,"C
· C#
· C++
· Linux
· Visual C++
· MES
· ERP
· Java
· JavaScript"
정보보안 담당자,씨아이솔루션,보안 솔루션 운영 경력자 모집,서울 영등포구,AWS WAF
정보보안 담당자,이글루코퍼레이션,[인프라사업본부] 보안관제 및 침해대응,대전 유성구,"CISSP
· CISA"
정보보안 담당자,이글루코퍼레이션,[보안관제센터] 보안관제 운영,서울 송파구,"CISA
· CISSP"
정보보안 담당자,이글루코퍼레이션,[인프라사업본부] 보안컨설팅 및 취약점진단,대전 유성구,"CISSP
· CISA
· ISMS"
정보보안 담당자,이글루코퍼레이션,[보안관제센터] 클라우드 보안서비스/솔루션 운영,"서울 강서구, 서울 송파구","CISA
· CISSP"
QA 엔지니어,넛지헬스케어,[병역특례] QA담당 산업기능요원 모집,서울 강남구,"QA
· Selenium
· Postman
· REST API
· Notion
· Slack"
QA 엔지니어,엑셈,[코스닥상장사] 소프트웨어 QA(신입/~2년이하경력),서울 강서구,"Kubernetes
· K8S
· Oracle
· QA
· SW
· FW"
QA 엔지니어,에어스메디컬,QA Engineer,서울 강남구,"Jira
· Python
· Git
· Selenium
· Cypress
· Zephyr
· Fiddler
· QA"
QA 엔지니어,컴즈,QA / Test 엔지니어 채용(분당),경기 성남시,QA
QA 엔지니어,팬마음,"팬플러스 QA 담당(병역특례_현역, 보충역)",서울 강남구,"Selenium
· Postman
· QA"
QA 엔지니어,네비웍스,Software Quality Assurance (신입 가능),경기 안양시,"SW
· GitLab"
QA 엔지니어,이지식스(엠블),[TADA] QA Engineer,서울 강남구,"QA
· SW"
QA 엔지니어,디엔비소프트,[DNBSOFT] QA 엔지니어,서울 강남구,"Git
· PHP
· JavaScript
· MySQL
· Python
· QA"
QA 엔지니어,에너자이,[전문연구요원 가능] AI Camera 테스트 / 화질최적화 엔지니어,서울 강남구,"Python
· AI/인공지능
· C
· C++"
QA 엔지니어,인터엑스,[울산] QA 엔지니어,울산 중구,"github
· sw
· qa"
QA 엔지니어,클라썸,QA 담당자,서울 강남구,"Jira
· QA"
QA 엔지니어,위메이드,게임QA,경기 성남시,QA
QA 엔지니어,아이엠에스커넥트,"차량용 IoT 단말기 검증, 테스트 부문 (QA)",서울 광진구,"Embedded
· QA"
개발 PM,라라스테이션,프로젝트 어시스턴트,서울 강남구,"java
· microsoft office 365"
개발 PM,메이븐클라우드서비스,응용프로그램 개발자(신입/경력) 채용,서울 강남구,SW
HW/임베디드,모빌린트,[전문연구원 가능] SoC Design Engineer,경기 성남시,"Verilog
· EDA
· ASIC
· FPGA
· Python
· c++
· c
· Java"
HW/임베디드,볼시스,무선통신 및 해양로봇 개발자,부산 영도구,HW
HW/임베디드,바딧,임베디드(HW) 개발자,서울 금천구,"C
· C++
· MCU
· Embedded
· PCB
· HW"
HW/임베디드,텔레픽스,[대전] 전자부 개발 지원 하드웨어 엔지니어(신입),대전 유성구,"Embedded Linux
· HW"
HW/임베디드,베렉스,RF ICs Design & Layout Engineer 신입/경력,서울 강남구,"RF
· PCB
· HW
· Switch"
HW/임베디드,알지에이아이엔씨(RGA Inc.),로보틱스 & 제어 엔지니어,서울 서초구,"C
· C++
· C#
· Linux
· ROS
· RTOS
· MATLAB
· Embedded
· HW
· SW"
HW/임베디드,티에스엔랩,FPGA 개발자,경기 용인시,"FPGA
· Verilog
· Git
· FW
· HW"
HW/임베디드,파더스랩,Automotive 차량용 SW 개발자(신입),서울 강남구,"Java
· JavaScript
· Embedded
· Embedded Linux
· C++
· Node.js"
HW/임베디드,삼지전자,Digital HW 개발,경기 화성시,"FPGA
· HW"
HW/임베디드,오토콘테크,방위산업분야 하드웨어(회로설계) 개발,경남 창원시,"MCU
· ARM
· Circuit design
· PCB
· Autocad
· HW"
HW/임베디드,닷밀,기업부설연구소 technical designer 채용,서울 마포구,HW
HW/임베디드,배룩스,조명용 LED 모듈 HW 개발자,서울 서초구,"Solidworks
· HW
· FW
· SMPS"
HW/임베디드,비솔,회로설계,경기 광명시,"HW
· Orcad
· PCB
· Pads"
HW/임베디드,오비이랩,시스템 엔지니어,서울 강남구,"Python
· MATLAB
· MCU
· Pads"
HW/임베디드,에스알,[에스알] 하드웨어 개발 연구원 H/W,경기 의왕시,"Orcad
· Pads
· SMPS
· PCB
· HW
· MCU"
HW/임베디드,바텍,HW개발자 (신입),경기 화성시,"HW
· MCU
· Orcad
· Autocad"
HW/임베디드,도미노코리아,[도미노코리아] 코딩&마킹 SW 개발자,경기 성남시,"C#
· .NET
· MSSQL
· ASP.NET
· SW
· HW"
HW/임베디드,테크플렉스,통신 FPGA HDL 설계 엔지니어,대전 유성구,FPGA
HW/임베디드,맥스로직,소프트웨어/임베디드,경기 광명시,"Embedded Linux
· C++
· MQTT
· Android OS
· Azure IoT Hub
· MCU
· C
· FW"
HW/임베디드,블루닷,[신입] 반도체 회로 설계 개발자 채용,서울 강남구,"c
· c++
· verilog
· shell
· python"
HW/임베디드,엠브레인,차량용 블랙박스 개발자,경기 용인시,"C
· C++
· Embedded
· JavaScript
· PHP"
HW/임베디드,엑소시스템즈,디지털헬스케어 플랫폼 임베디드 개발자 (병역특례 가능),경기 성남시,"HW
· Embedded
· Analog
· FW"
HW/임베디드,엠투아이코퍼레이션,하드웨어 개발자 신입/경력 채용,경기 안양시,"HW
· Orcad
· Pads"
HW/임베디드,에스알,[에스알] 펌웨어 개발 연구원 F/W,경기 의왕시,"Orcad
· Pads
· SMPS
· PCB
· FW
· HW"
HW/임베디드,아이코어,"머신비전 임베디드 개발자 (펌웨어, FPGA)",경기 안양시,"FPGA
· VHDL
· Verilog
· FW
· Embedded"
HW/임베디드,라온솔루션,H/W 연구개발 전문연구인력 모집,경기 성남시,"FPGA
· MCU
· HW"
HW/임베디드,칩스앤미디어,대구_시스템반도체 HW Engineer(신입),대구 동구,"Verilog
· C
· C++
· Perl
· HW"
HW/임베디드,범진전자,오디오 임베디드 S/W 개발,경기 수원시,"Embedded Linux
· HW
· SW"
HW/임베디드,쎄크,PLC 제어,경기 수원시,"HW
· SW"
HW/임베디드,라온로드,HW/임베디드 신입 및 경력,경기 성남시,"Linux
· Embedded
· C++
· OpenCV
· FFMPEG
· HW"
HW/임베디드,제이오텍,[연구실험장비] 하드웨어/펌웨어 개발자,대전 유성구,"FW
· HW"
HW/임베디드,에스디티,기업부설연구소 MCU F/W 개발(신입),서울 강남구,"MCU
· FW
· C
· C++
· HW"
HW/임베디드,아이코어,머신비전 하드웨어 개발자,경기 안양시,"HW
· PCB"
HW/임베디드,수일개발,펌웨어 설계 개발자,경기 용인시,"C
· FW"
HW/임베디드,블루이엔지,반도체 검사장비 HW(하드웨어) 신입 및 경력직 채용,경기 안양시,"FW
· HW
· Orcad
· Embedded
· FPGA
· Embedded Linux"
HW/임베디드,블루이엔지,회로설계 및 Firmware 개발자,경기 안양시,"HW
· Embedded
· Linux
· Oracle
· FW
· FPGA
· Embedded Linux"
HW/임베디드,웨이브일렉트로닉스,영상신호처리 관련 FPGA 개발자,경기 수원시,"FPGA
· HW
· Orcad"
HW/임베디드,쿤텍,임베디드 응용 프로그램 개발자 신입/경력 채용,경기 성남시,"C
· C++
· Embedded"
HW/임베디드,아이로,로봇물고기 펌웨어 엔지니어,경기 광명시,"FW
· C
· C++
· Circuit design
· HW
· SW"
HW/임베디드,에스디티,기업부설연구소 FPGA Logic F/W 개발,서울 강남구,"C
· HW
· Verilog
· FPGA"
HW/임베디드,맥스로직,하드웨어/임베디드,경기 광명시,"Orcad
· Pads
· PCB
· Embedded
· Azure IoT Hub
· HW"
HW/임베디드,인텍에프에이,전력변환장치 개발자 모집,경기 용인시,"FW
· HW
· C
· ARM
· Arduino
· PCB"
HW/임베디드,웨이브일렉트로닉스,영상신호처리 관련 H/W 개발자,경기 수원시,"HW
· FPGA
· Orcad"
HW/임베디드,삼지전자,시스템 HW 개발,경기 화성시,HW
HW/임베디드,시스콘,제어전장부 제어팀 팀원 충원,부산 강서구,"FW
· HW"
HW/임베디드,엔젤로보틱스,[엔젤로보틱스] 로봇 제어 엔지니어,서울 성동구,"C
· C++
· FW
· SW
· HW
· Embedded"
HW/임베디드,칼만,로봇 개발자,경기 안양시,"C
· C++
· Python
· HTML5
· MCU
· MATLAB
· ROS
· Rust
· Embedded
· HW"
HW/임베디드,엠브레인,차량용 블랙박스 H/W 개발자,경기 용인시,"Pads
· Orcad
· HW"
HW/임베디드,테트라다인,신규/경력직원 채용(HW 개발),서울 구로구,HW
HW/임베디드,텔트론,전자회로 HW FW 개발자 신입 채용,대전 유성구,"hw
· fw
· orcad
· pads"
HW/임베디드,시드코어,하드웨어 개발자,대전 유성구,"dm
· pci proxy
· pcb
· embedded"
HW/임베디드,엠코프,Embedded Vision System,서울 강동구,"Embedded Linux
· C++
· BigData
· MSSQL
· Visual Studio
· Delphi"
HW/임베디드,네오티스,SW/임베디드 정규직 채용,경기 안성시,"C
· C++
· HW
· Embedded
· SW"
HW/임베디드,한슬,HW/임베디드 신입 및 경력사원 채용,대구 달서구,"HW
· FW"
HW/임베디드,빈센,Firmware 개발 경력자,전남 영암군,"C++
· HW
· FW"
HW/임베디드,에이엠텔레콤,HW개발자 채용,경기 성남시,"HW
· RF"
HW/임베디드,수옵틱스,"수옵틱스 (광학기기제조업)_전자 H/W, F/W설계 연구원 모집(서울근무)",서울 구로구,"HW
· FW
· Orcad"
HW/임베디드,앤씨앤,Automotive Embedded ISP S/W 엔지니어 모집,경기 성남시,"C
· C++
· Embedded Linux
· RTOS
· FW"
HW/임베디드,백금티앤에이,SW 개발자 (신입/경력),경기 군포시,"C
· C++
· Python
· AWS
· Embedded
· Linux
· SW
· iOS
· OpenCV
· FW"
HW/임베디드,컨트롤웍스,[신입/경력] 임베디드 엔지니어,서울 강남구,"C++
· C
· RTOS
· ethernet
· Embedded"
HW/임베디드,신스타프리젠츠,[신스타프리젠츠] 펌웨어 신입,서울 영등포구,"C
· C++
· Embedded
· FW
· MCU
· C#"
HW/임베디드,옵토전자,회로개발 경력/신입 채용,경기 시흥시,"PCB
· HW"
HW/임베디드,지에스아이,PLC 제어개발 정규직 신입/경력 채용,충남 천안시,PLC
SW/솔루션,알세미,[병역특례] 응용 SW 개발자 (전문연구요원),서울 강남구,"C
· C++
· Python
· Java
· JavaScript
· React"
SW/솔루션,이마고웍스,"CAD, 그래픽스 연구개발직 (전문연구요원 가능)",서울 강남구,"SW
· 3D Rendering
· C++"
SW/솔루션,모빌린트,[전문연구요원 가능] Software Engineer,서울 강남구,"C++
· Linux
· Python
· Embedded
· c"
SW/솔루션,알세미,응용 SW 개발자 (신입/주니어),서울 강남구,"C
· C++
· Python
· Java
· JavaScript
· React"
SW/솔루션,언리저브,신입/주니어 개발자 채용,서울 강남구,"C++
· Java
· Python
· C#
· Node.js
· PyTorch
· MongoDB"
SW/솔루션,이마고웍스,Web Software Engineer (경력 및 신입/전문연구요원 가능),서울 강남구,"C++
· TypeScript
· Rust
· React
· AZURE"
SW/솔루션,엔지온시스템,비전검사 / 자동화 검사 / 인공지능 / 머신러닝 제어 개발자 정규직 채용,경기 화성시,"ai/인공지능
· machinelearning
· c#
· .net"
SW/솔루션,노르마,암호모듈 개발자(신입 및 경력자),서울 성동구,"C
· C++
· Java"
SW/솔루션,웅진,SAP BC,서울 중구,"SAP
· ERP
· SW"
SW/솔루션,에이아이트릭스,Solution Engineer,서울 서초구,"Linux
· Docker Compose
· Python
· Jira
· Git"
SW/솔루션,엠투아이코퍼레이션,소프트웨어 개발자 신입/경력 채용,경기 안양시,"SW
· C++
· Windows
· Linux"
SW/솔루션,그릿스탠다드,RPA 개발자 신입 및 경력사원 모집,서울 성동구,"rpa
· python
· java"
SW/솔루션,엔시스템,"HMI, PLC, C언어 개발자",경북 포항시,"C++
· C#
· Java
· SQL
· BigData"
SW/솔루션,모비루스,"SW 개발자 모집 [Android, C, C++, QT]",경기 성남시,"C++
· C
· SW
· MCU
· Embedded Linux
· GitHub
· Qt"
SW/솔루션,모비루스,[대구] 소프트웨어 개발자 - System 사업실,대구 동구,"C++
· C
· SW
· Embedded Linux
· GitHub"
SW/솔루션,알지에이아이엔씨(RGA Inc.),로보틱스 & 제어 엔지니어,서울 서초구,"C
· C++
· C#
· Linux
· ROS
· RTOS
· MATLAB
· Embedded
· HW
· SW"
SW/솔루션,컨트롤웍스,[신입/경력] 제어 엔지니어 (전문연구요원 가능),서울 강남구,"Python
· C
· Linux
· SW
· MATLAB"
SW/솔루션,동인기연,[해외근무-필리핀] 전산 시스템개발 및 SAP ERP 운영 (신입),"경기 김포시, 기타","SAP
· ERP
· SQL
· Network"
SW/솔루션,베이리스,[병역특례] 자율주행 부문 S/W 개발자,경기 성남시,"C
· C++
· Python
· AI/인공지능
· SW"
SW/솔루션,코닉글로리,무선 정보보안 SW 개발자 (C/C++),서울 강남구,"Linux
· C
· C++
· SW"
SW/솔루션,뉴빌리티,Planning & Control Engineer(전문연구요원 가능),서울 성동구,"C
· C++
· ROS
· Linux
· Embedded"
SW/솔루션,에이플러스소프트,SW 엔지니어 모집,서울 영등포구,sw
SW/솔루션,이엘피,제어팀 응용 SW 개발 신입 모집,경기 화성시,"SW
· Visual Studio
· Mfc
· C#"
SW/솔루션,포소드,지능형 영상분석 SW 연구개발,서울 영등포구,"SW
· C
· C++
· Python"
SW/솔루션,펜타시큐리티,C++ 소프트웨어 개발자(신입),서울 영등포구,"C++
· C
· DB
· RDB
· Python
· NoSql
· Linux
· WebSocket
· Git
· Firewall"
SW/솔루션,파더스랩,Automotive 차량용 SW 개발자(신입),서울 강남구,"Java
· JavaScript
· Embedded
· Embedded Linux
· C++
· Node.js"
SW/솔루션,베이리스,"SW개발자(리눅스 BSP, IVI 시스템, Frameworks) 적극 모집 합니다.",경기 의왕시,"Linux
· Java
· C
· C++
· Android OS"
SW/솔루션,파이,윈도우즈 프로그래머,경기 수원시,"C++
· C#
· Mfc
· OpenCV
· REST API
· MySQL"
SW/솔루션,이스트시큐리티,[ESTsecurity] 윈도우 C++ 프레임워크 개발자 (신입/경력),서울 서초구,"C++
· SQL
· Python
· OpenSSL
· GitLab"
SW/솔루션,아이나비시스템즈,자동차 OEM 내비게이션 코어 엔진 SW 개발자 모집,경기 성남시,"c
· c++
· Linux
· Android OS
· SW
· Java
· REST API"
SW/솔루션,아이나비시스템즈,자동차 OEM 내비게이션 그래픽스 SW 전문 엔지니어 채용,경기 성남시,"C
· C++
· Visual Studio
· OpenGL
· 3D Rendering
· 2D Rendering
· DirectX"
SW/솔루션,토모큐브,S/W 개발자 경력 및 신입 채용,서울 서초구,"C++
· Qt
· Jira
· CUDA
· Visual Studio
· ReSharper
· TeamCity
· TestComplete"
SW/솔루션,엑소시스템즈,디지털헬스케어 플랫폼 SW개발자(병역특례 가능),경기 성남시,"Kotlin
· Android OS
· AWS
· SW"
SW/솔루션,오픈소스컨설팅,아틀라시안 엔지니어,서울 강남구,"Jira
· Confluence
· Bitbucket
· Linux
· Git
· Apache Tomcat"
SW/솔루션,가야데이터,데이터 백업 솔루션 엔지니어,서울 서초구,"Linux
· Windows Server
· OpenStack
· MySQL
· Network
· MSSQL
· Oracle"
SW/솔루션,태하,전자제어 S/W,경기 남양주시,"SW
· C
· C++
· FW"
SW/솔루션,아토리서치,[ATTO] 서비스 개발자 모집,서울 서초구,"OpenStack
· Linux"
SW/솔루션,컨트롤웍스,[신입] BMS SW 엔지니어(전문연구요원 가능),서울 강남구,"C++
· Python
· C"
SW/솔루션,삼지전자,통신장비 S/W,경기 화성시,"SW
· Embedded"
SW/솔루션,바텍,응용 SW 개발,경기 화성시,"SW
· Windows
· Mfc
· Qt
· OpenGL"
SW/솔루션,대상정보기술,SAP FI / TR 담당자 채용,서울 광진구,"SAP
· ABAP
· ERP
· SW"
SW/솔루션,도미노코리아,[도미노코리아] 코딩&마킹 SW 개발자,경기 성남시,"C#
· .NET
· MSSQL
· ASP.NET
· SW
· HW"
SW/솔루션,컨트롤웍스,[신입] SW 엔지니어 (전문연구요원 가능),서울 강남구,"C#
· C++
· Python
· SW
· C
· labview"
SW/솔루션,네비웍스,윈도우 응용 프로그래머(C++),경기 안양시,"C
· C++
· C#
· TCP/IP
· GUI
· Mfc"
SW/솔루션,네비웍스,Software Quality Assurance (신입 가능),경기 안양시,"SW
· GitLab"
SW/솔루션,네비웍스,Unreal 클라이언트 개발자 채용(신입/경력),경기 안양시,"Unreal Engine
· C++"
SW/솔루션,앤씨앤,ISP RTL 설계 엔지니어 모집,경기 성남시,"C
· MATLAB
· Verilog"
SW/솔루션,앤씨앤,SOC RTL 설계 엔지니어 모집,경기 성남시,Verilog
SW/솔루션,페이타랩,[패스오더] Windows 개발자 (병역특례/산업기능요원/보충역/전직),서울 강남구,"WPF
· C#
· Visual Studio
· C++
· .NET
· Git
· Slack
· Windows"
SW/솔루션,에너자이,[전문연구요원 가능] Runtime 소프트웨어 엔지니어 채용,서울 강남구,"C
· C++
· Python
· MachineLearning
· AI/인공지능"
SW/솔루션,블루닷,[신입] 코덱엔지니어(화질분석),서울 강남구,"C
· Python
· Linux"
SW/솔루션,인터엑스,[울산] C# .NET 개발자,울산 중구,".NET
· WPF
· ASP.NET
· SW
· C#
· MES"
SW/솔루션,비주얼리서치,응용프로그램 개발자,서울 영등포구,"C++
· Visual Studio
· OpenGL
· Jira
· Windows
· Git
· C"
SW/솔루션,인터엑스,[서울] C# .NET 개발자,서울 금천구,".NET
· WPF
· ASP.NET
· SW
· C#
· MES"
SW/솔루션,에너자이,(전문연구요원 가능) AI 컴파일러 엔지니어 채용,서울 강남구,"C
· C++
· Scala
· Haskell
· F#
· PyTorch
· TensorFlow
· DeepLearning"
SW/솔루션,쿤텍,보안 SW 개발자 신입 채용,경기 성남시,"python
· linux
· windows
· network
· sw"
SW/솔루션,쿤텍,암호보안 응용 프로그램 개발자 신입/경력 채용,경기 성남시,"C
· C++
· SW"
SW/솔루션,넥스트칩,ISP RTL 설계 부문 채용,경기 성남시,"Python
· C
· C++
· MATLAB"
SW/솔루션,디오넷,리눅스 기반 네트워크 개발자 모집,경기 고양시,"C
· Java
· Linux
· Network
· SW
· Embedded"
SW/솔루션,솔탑,응용 소프트웨어 개발자,대전 유성구,"SW
· C#
· Unity
· Git
· WPF"
SW/솔루션,메디트,응용프로그램 개발자,서울 영등포구,"C++
· OpenGL"
SW/솔루션,우리들에이치엠,"[우리들HM] 우리들병원 EMR, OCS 개발, 운영관리",서울 강남구,"Visual Basic
· Oracle
· MySQL
· VBA
· C#
· Java"
SW/솔루션,신룡,머신비전 SW 개발자,경기 화성시,"Mfc
· C++
· OpenCV
· SW
· Windows
· Visual Studio"
SW/솔루션,파이엇,SLAM & Navigation 개발자,서울 강남구,"C
· C++
· Python
· ROS
· Linux"
